,T0,T1,T2,C_1
T0,-0.75,-1.25,0.05,-0.12
T1,-0.09,-2.02,-0.03,0.15
T2,0.13,0.78,-2.12,-0.1
C_1,-0.45,-0.0,0.05,-1.75
