,T0,T1,T2,C_1
T0,-0.8,-0.65,-0.05,-0.05
T1,-0.29,-1.95,-0.0,0.2
T2,0.19,0.6,-2.13,-0.37
C_1,-0.83,-0.0,0.31,-1.77
