,T0,T1,T2,B_2
T0,-0.82,-0.31,0.0,-0.12
T1,-0.67,-1.92,0.0,0.46
T2,0.12,0.62,-2.12,-0.2
B_2,-0.0,-0.0,-0.11,-1.61
