,T0,T1,T2,A_0
T0,-0.82,-0.57,0.0,-0.01
T1,-0.42,-1.95,0.64,-0.37
T2,0.17,0.0,-2.05,-0.6
A_0,-0.01,-0.15,-0.73,-2.39
