,T0,T1,T2,A_1
T0,-0.82,-0.56,0.0,-0.0
T1,-0.42,-1.95,0.63,-0.27
T2,0.2,0.02,-2.03,-0.87
A_1,-0.04,-0.34,-0.39,-2.14
