,T0,T1,T2,E_0
T0,-0.83,-0.5,0.02,0.16
T1,-0.44,-1.91,0.17,-0.0
T2,0.06,0.48,-2.14,0.4
E_0,-0.04,-0.4,-0.0,-2.54
