,T0,T1,T2,C_3
T0,-0.83,-0.4,-0.03,-0.0
T1,-0.56,-1.97,-0.0,0.27
T2,0.17,0.64,-2.06,-0.28
C_3,-0.8,-0.07,0.21,-0.23
