,T0,T1,T2,A_1
T0,-0.84,-0.35,0.1,-0.26
T1,-0.9,-1.79,0.0,-0.01
T2,0.01,0.63,-1.98,-0.52
A_1,-0.05,-0.14,-1.03,-2.2
