,T0,T1,T2,A_0
T0,-0.84,-0.42,0.0,0.01
T1,-0.79,-1.79,0.0,-0.17
T2,0.12,0.61,-2.01,-0.61
A_0,0.0,-0.52,-0.19,-2.51
