,T0,T1,T2,B_0
T0,-0.83,-1.66,-0.54,0.62
T1,-0.06,-1.96,0.0,-0.0
T2,0.51,0.54,-2.12,-0.29
B_0,-0.88,0.79,0.05,-1.6
