,T0,T1,T2,C_3
T0,-0.81,-0.81,0.0,-0.01
T1,-0.42,-1.87,0.0,0.0
T2,0.16,0.58,-2.0,-0.14
C_3,-0.95,0.47,-0.01,-0.28
