,T0,T1,T2,B_1
T0,-0.87,-0.12,0.04,-0.0
T1,-1.65,-2.15,0.0,0.92
T2,0.0,0.56,-2.0,-0.0
B_1,0.03,-0.33,-0.15,-0.07
